name,season,chapter,airdate,info,rating,total_votes,z_score
Big Bang Theory,10,24,11 May 2017,The Long Distance Dissonance,8.6,"2,355",0.4228
Big Bang Theory,11,1,25 Sep. 2017,The Proposal Proposal,7.6,"2,114",-0.9397
Big Bang Theory,11,2,2 Oct. 2017,The Retraction Reaction,7.3,"1,828",-1.3484
Big Bang Theory,11,3,9 Oct. 2017,The Relaxation Integration,7.0,"1,708",-1.7571
Big Bang Theory,11,4,16 Oct. 2017,The Explosion Implosion,7.1,"1,655",-1.6209
Big Bang Theory,11,5,23 Oct. 2017,The Collaboration Contamination,7.4,"1,665",-1.2121
Big Bang Theory,11,6,2 Nov. 2017,The Proton Regeneration,7.2,"1,644",-1.4846
Big Bang Theory,11,7,9 Nov. 2017,The Geology Methodology,7.4,"1,659",-1.2121
Big Bang Theory,11,8,16 Nov. 2017,The Tesla Recoil,7.2,"1,584",-1.4846
Big Bang Theory,11,9,30 Nov. 2017,The Bitcoin Entanglement,7.8,"1,722",-0.6672
Big Bang Theory,11,10,7 Dec. 2017,The Confidence Erosion,7.4,"1,588",-1.2121
Big Bang Theory,11,11,14 Dec. 2017,The Celebration Reverberation,7.1,"1,540",-1.6209
Big Bang Theory,11,12,4 Jan. 2018,The Matrimonial Metric,7.5,"1,569",-1.0759
Big Bang Theory,11,13,11 Jan. 2018,The Solo Oscillation,7.3,"1,558",-1.3484
Big Bang Theory,11,14,18 Jan. 2018,The Separation Triangulation,7.3,"1,596",-1.3484
Big Bang Theory,11,15,1 Feb. 2018,The Novelization Correlation,7.5,"1,543",-1.0759
Big Bang Theory,11,16,1 Mar. 2018,The Neonatal Nomenclature,7.2,"1,486",-1.4846
Big Bang Theory,11,17,8 Mar. 2018,The Athenaeum Allocation,6.9,"1,502",-1.8934
Big Bang Theory,11,18,29 Mar. 2018,The Gates Excitation,7.2,"1,514",-1.4846
Big Bang Theory,11,19,5 Apr. 2018,The Tenant Disassociation,7.3,"1,486",-1.3484
Big Bang Theory,11,20,12 Apr. 2018,The Reclusive Potential,7.2,"1,488",-1.4846
Big Bang Theory,11,21,19 Apr. 2018,The Comet Polarization,7.5,"1,463",-1.0759
Big Bang Theory,11,22,26 Apr. 2018,The Monetary Insufficiency,7.3,"1,439",-1.3484
Big Bang Theory,11,23,3 May 2018,The Sibling Realignment,7.7,"1,547",-0.8034
Big Bang Theory,11,24,10 May 2018,The Bow Tie Asymmetry,9.0,"2,782",0.9678
Big Bang Theory,12,1,24 Sep. 2018,The Conjugal Configuration,7.2,"1,775",-1.4846
Big Bang Theory,12,2,27 Sep. 2018,The Wedding Gift Wormhole,7.6,"1,649",-0.9397
Big Bang Theory,12,3,4 Oct. 2018,The Procreation Calculation,7.2,"1,568",-1.4846
Big Bang Theory,12,4,11 Oct. 2018,The Tam Turbulence,7.1,"1,510",-1.6209
Big Bang Theory,12,5,18 Oct. 2018,The Planetarium Collision,6.8,"1,496",-2.0296
Big Bang Theory,12,6,25 Oct. 2018,The Imitation Perturbation,8.3,"1,846",0.0141
Big Bang Theory,12,7,1 Nov. 2018,The Grant Allocation Derivation,7.4,"1,464",-1.2121
Big Bang Theory,12,8,8 Nov. 2018,The Consummation Deviation,7.4,"1,495",-1.2121
Big Bang Theory,12,9,15 Nov. 2018,The Citation Negation,7.3,"1,479",-1.3484
Big Bang Theory,12,10,6 Dec. 2018,The VCR Illumination,7.5,"1,522",-1.0759
Big Bang Theory,12,11,3 Jan. 2019,The Paintball Scattering,7.3,"1,450",-1.3484
Big Bang Theory,12,12,10 Jan. 2019,The Propagation Proposition,7.2,"1,422",-1.4846
Big Bang Theory,12,13,17 Jan. 2019,The Confirmation Polarization,7.2,"1,425",-1.4846
Big Bang Theory,12,14,31 Jan. 2019,The Meteorite Manifestation,7.1,"1,426",-1.6209
Big Bang Theory,12,15,7 Feb. 2019,The Donation Oscillation,7.5,"1,458",-1.0759
Big Bang Theory,12,16,21 Feb. 2019,The D & D Vortex,8.0,"1,623",-0.3947
Big Bang Theory,12,17,7 Mar. 2019,The Conference Valuation,7.1,"1,421",-1.6209
Big Bang Theory,12,18,4 Apr. 2019,The Laureate Accumulation,7.2,"1,383",-1.4846
Big Bang Theory,12,19,18 Apr. 2019,The Inspiration Deprivation,7.0,"1,392",-1.7571
Big Bang Theory,12,20,25 Apr. 2019,The Decision Reverberation,7.2,"1,384",-1.4846
Big Bang Theory,12,21,2 May 2019,The Plagiarism Schism,7.3,"1,418",-1.3484
Big Bang Theory,12,22,9 May 2019,The Maternal Conclusion,8.0,"1,794",-0.3947
Big Bang Theory,12,23,16 May 2019,The Change Constant,9.2,"3,434",1.2403
Big Bang Theory,12,24,16 May 2019,The Stockholm Syndrome,9.6,"6,509",1.7853
Dexter,1,1,1 Oct. 2006,Dexter,8.8,"7,053",0.6953
Dexter,1,2,8 Oct. 2006,Crocodile,8.3,"4,874",0.0141
Dexter,1,3,15 Oct. 2006,Popping Cherry,8.4,"4,560",0.1503
Dexter,1,4,22 Oct. 2006,Let's Give the Boy a Hand,8.7,"4,468",0.5591
Dexter,1,5,29 Oct. 2006,Love American Style,8.6,"4,283",0.4228
Dexter,1,6,5 Nov. 2006,Return to Sender,9.0,"4,475",0.9678
Dexter,1,7,12 Nov. 2006,Circle of Friends,8.8,"4,170",0.6953
Dexter,1,8,19 Nov. 2006,Shrink Wrap,9.0,"4,474",0.9678
Dexter,1,9,26 Nov. 2006,Father Knows Best,8.7,"4,058",0.5591
Dexter,1,10,3 Dec. 2006,Seeing Red,9.2,"4,592",1.2403
Dexter,1,11,10 Dec. 2006,Truth Be Told,9.3,"4,670",1.3765
Dexter,1,12,17 Dec. 2006,Born Free,9.6,"7,250",1.7853
Dexter,2,1,30 Sep. 2007,It's Alive!,8.8,"4,174",0.6953
Dexter,2,2,7 Oct. 2007,Waiting to Exhale,8.6,"3,779",0.4228
Dexter,2,3,14 Oct. 2007,An Inconvenient Lie,8.7,"3,739",0.5591
Dexter,2,4,21 Oct. 2007,See-Through,8.5,"3,568",0.2866
Dexter,2,5,28 Oct. 2007,The Dark Defender,8.7,"3,699",0.5591
Dexter,2,6,4 Nov. 2007,"Dex, Lies, and Videotape",8.6,"3,584",0.4228
Dexter,2,7,11 Nov. 2007,"That Night, a Forest Grew",8.8,"3,642",0.6953
Dexter,2,8,18 Nov. 2007,Morning Comes,9.1,"3,781",1.1040
Dexter,2,9,25 Nov. 2007,Resistance Is Futile,9.4,"4,197",1.5128
Dexter,2,10,2 Dec. 2007,There's Something About Harry,9.0,"3,674",0.9678
Dexter,2,11,9 Dec. 2007,Left Turn Ahead,9.0,"3,675",0.9678
Dexter,2,12,16 Dec. 2007,The British Invasion,9.2,"4,490",1.2403
Dexter,3,1,28 Sep. 2008,Our Father,8.3,"3,575",0.0141
Dexter,3,2,5 Oct. 2008,Finding Freebo,8.5,"3,335",0.2866
Dexter,3,3,12 Oct. 2008,The Lion Sleeps Tonight,8.2,"3,220",-0.1222
Dexter,3,4,19 Oct. 2008,All in the Family,8.2,"3,184",-0.1222
Dexter,3,5,26 Oct. 2008,Turning Biminese,8.5,"3,158",0.2866
Dexter,3,6,2 Nov. 2008,Sí Se Puede,8.3,"3,125",0.0141
Dexter,3,7,9 Nov. 2008,Easy As Pie,8.5,"3,224",0.2866
Dexter,3,8,16 Nov. 2008,The Damage A Man Can Do,8.6,"3,166",0.4228
Dexter,3,9,23 Nov. 2008,About Last Night,8.8,"3,218",0.6953
Dexter,3,10,30 Nov. 2008,Go Your Own Way,9.1,"3,417",1.1040
Dexter,3,11,7 Dec. 2008,I Had A Dream,8.9,"3,261",0.8315
Dexter,3,12,14 Dec. 2008,Do You Take Dexter Morgan?,8.9,"3,537",0.8315
Dexter,4,1,27 Sep. 2009,Living The Dream,8.7,"3,642",0.5591
Dexter,4,2,4 Oct. 2009,Remains To Be Seen,8.7,"3,230",0.5591
Dexter,4,3,11 Oct. 2009,Blinded By The Light,8.3,"3,124",0.0141
Dexter,4,4,18 Oct. 2009,Dex Takes A Holiday,9.2,"3,688",1.2403
Dexter,4,5,25 Oct. 2009,Dirty Harry,9.0,"3,348",0.9678
Dexter,4,6,1 Nov. 2009,If I Had A Hammer,8.7,"3,166",0.5591
Dexter,4,7,8 Nov. 2009,Slack Tide,8.5,"3,106",0.2866
Dexter,4,8,15 Nov. 2009,Road Kill,8.6,"3,114",0.4228
Dexter,4,9,22 Nov. 2009,Hungry Man,9.4,"4,393",1.5128
Dexter,4,10,29 Nov. 2009,Lost Boys,9.2,"3,639",1.2403
Dexter,4,11,6 Dec. 2009,"Hello, Dexter Morgan",9.5,"4,746",1.6490
Dexter,4,12,13 Dec. 2009,The Getaway,9.8,"10,271",2.0578
Dexter,5,1,26 Sep. 2010,My Bad,8.9,"4,097",0.8315
Dexter,5,2,3 Oct. 2010,Hello Bandit,8.3,"3,101",0.0141
Dexter,5,3,10 Oct. 2010,Practically Perfect,8.5,"3,043",0.2866
Dexter,5,4,17 Oct. 2010,Beauty And The Beast,8.5,"3,027",0.2866
Dexter,5,5,24 Oct. 2010,First Blood,8.1,"2,974",-0.2584
Dexter,5,6,31 Oct. 2010,Everything Is Illumenated,8.8,"3,241",0.6953
Dexter,5,7,7 Nov. 2010,Circle Us,8.5,"2,963",0.2866
Dexter,5,8,14 Nov. 2010,Take It!,8.9,"3,143",0.8315
Dexter,5,9,21 Nov. 2010,Teenage Wasteland,9.0,"3,277",0.9678
Dexter,5,10,28 Nov. 2010,In The Beginning,9.0,"3,285",0.9678
Dexter,5,11,5 Dec. 2010,Hop A Freighter,8.9,"3,134",0.8315
Dexter,5,12,12 Dec. 2010,The Big One,8.9,"3,824",0.8315
Dexter,6,1,2 Oct. 2011,Those Kinds of Things,8.6,"4,151",0.4228
Dexter,6,2,9 Oct. 2011,Once Upon a Time...,8.1,"3,171",-0.2584
Dexter,6,3,16 Oct. 2011,Smokey and the Bandit,8.2,"3,049",-0.1222
Dexter,6,4,23 Oct. 2011,A Horse of a Different Color,8.5,"3,059",0.2866
Dexter,6,5,30 Oct. 2011,The Angel of Death,8.1,"2,985",-0.2584
Dexter,6,6,6 Nov. 2011,Just Let Go,8.5,"3,091",0.2866
Dexter,6,7,13 Nov. 2011,Nebraska,7.9,"3,287",-0.5309
Dexter,6,8,20 Nov. 2011,Sin of Omission,7.9,"2,918",-0.5309
Dexter,6,9,27 Nov. 2011,Get Gellar,8.5,"3,235",0.2866
Dexter,6,10,4 Dec. 2011,Ricochet Rabbit,8.1,"2,916",-0.2584
Dexter,6,11,11 Dec. 2011,Talk to the Hand,8.4,"3,042",0.1503
Dexter,6,12,18 Dec. 2011,This Is the Way the World Ends,9.2,"5,002",1.2403
Dexter,7,1,30 Sep. 2012,Are You...?,9.5,"7,427",1.6490
Dexter,7,2,7 Oct. 2012,Sunshine and Frosty Swirl,8.8,"3,852",0.6953
Dexter,7,3,14 Oct. 2012,Buck the System,8.7,"3,475",0.5591
Dexter,7,4,21 Oct. 2012,Run,8.9,"3,586",0.8315
Dexter,7,5,28 Oct. 2012,Swim Deep,8.6,"3,210",0.4228
Dexter,7,6,4 Nov. 2012,Do the Wrong Thing,8.3,"3,255",0.0141
Dexter,7,7,11 Nov. 2012,Chemistry,8.5,"3,215",0.2866
Dexter,7,8,18 Nov. 2012,Argentina,8.9,"3,813",0.8315
Dexter,7,9,25 Nov. 2012,Helter Skelter,8.6,"3,190",0.4228
Dexter,7,10,2 Dec. 2012,The Dark...Whatever,8.5,"3,072",0.2866
Dexter,7,11,9 Dec. 2012,Do You See What I See?,9.0,"3,424",0.9678
Dexter,7,12,16 Dec. 2012,"Surprise, Motherf**ker!",9.3,"5,251",1.3765
Dexter,8,1,30 Jun. 2013,A Beautiful Day,8.6,"4,693",0.4228
Dexter,8,2,7 Jul. 2013,Every Silver Lining...,8.1,"3,379",-0.2584
Dexter,8,3,14 Jul. 2013,What's Eating Dexter Morgan?,8.1,"3,246",-0.2584
Dexter,8,4,21 Jul. 2013,Scar Tissue,8.1,"3,261",-0.2584
Dexter,8,5,28 Jul. 2013,This Little Piggy,7.9,"3,136",-0.5309
Dexter,8,6,4 Aug. 2013,A Little Reflection,7.8,"3,160",-0.6672
Dexter,8,7,11 Aug. 2013,Dress Code,7.6,"3,263",-0.9397
Dexter,8,8,18 Aug. 2013,Are We There Yet?,8.1,"3,521",-0.2584
Dexter,8,9,25 Aug. 2013,Make Your Own Kind of Music,7.4,"3,451",-1.2121
Dexter,8,10,8 Sep. 2013,Goodbye Miami,6.9,"3,895",-1.8934
Dexter,8,11,15 Sep. 2013,Monkey in a Box,7.2,"4,160",-1.4846
Dexter,8,12,22 Sep. 2013,Remember the Monsters?,4.6,"16,975",-5.0271
Game Of Thrones,1,1,8 May 2011,Winter Is Coming,9.1,"39,103",1.1040
Game Of Thrones,1,2,15 May 2011,The Kingsroad,8.8,"29,669",0.6953
Game Of Thrones,1,3,1 May 2011,Lord Snow,8.7,"28,059",0.5591
Game Of Thrones,1,4,8 May 2011,"Cripples, Bastards, and Broken Things",8.8,"26,625",0.6953
Game Of Thrones,1,5,15 May 2011,The Wolf and the Lion,9.1,"27,703",1.1040
Game Of Thrones,1,6,22 May 2011,A Golden Crown,9.2,"27,421",1.2403
Game Of Thrones,1,7,29 May 2011,You Win or You Die,9.2,"27,907",1.2403
Game Of Thrones,1,8,5 Jun. 2011,The Pointy End,9.0,"25,981",0.9678
Game Of Thrones,1,9,12 Jun. 2011,Baelor,9.6,"36,646",1.7853
Game Of Thrones,1,10,19 Jun. 2011,Fire and Blood,9.5,"32,154",1.6490
Game Of Thrones,2,1,1 Apr. 2012,The North Remembers,8.8,"25,142",0.6953
Game Of Thrones,2,2,8 Apr. 2012,The Night Lands,8.5,"23,757",0.2866
Game Of Thrones,2,3,15 Apr. 2012,What Is Dead May Never Die,8.8,"23,478",0.6953
Game Of Thrones,2,4,22 Apr. 2012,Garden of Bones,8.8,"22,709",0.6953
Game Of Thrones,2,5,29 Apr. 2012,The Ghost of Harrenhal,8.8,"22,890",0.6953
Game Of Thrones,2,6,6 May 2012,The Old Gods and the New,9.1,"23,912",1.1040
Game Of Thrones,2,7,13 May 2012,A Man Without Honor,8.9,"23,296",0.8315
Game Of Thrones,2,8,20 May 2012,The Prince of Winterfell,8.8,"23,012",0.6953
Game Of Thrones,2,9,27 May 2012,Blackwater,9.7,"40,059",1.9215
Game Of Thrones,2,10,3 Jun. 2012,Valar Morghulis,9.4,"28,402",1.5128
Game Of Thrones,3,1,31 Mar. 2013,Valar Dohaeris,8.8,"25,091",0.6953
Game Of Thrones,3,2,7 Apr. 2013,"Dark Wings, Dark Words",8.6,"22,744",0.4228
Game Of Thrones,3,3,14 Apr. 2013,Walk of Punishment,8.9,"22,963",0.8315
Game Of Thrones,3,4,21 Apr. 2013,And Now His Watch Is Ended,9.6,"31,261",1.7853
Game Of Thrones,3,5,28 Apr. 2013,Kissed by Fire,9.0,"23,401",0.9678
Game Of Thrones,3,6,5 May 2013,The Climb,8.8,"23,270",0.6953
Game Of Thrones,3,7,12 May 2013,The Bear and the Maiden Fair,8.7,"22,506",0.5591
Game Of Thrones,3,8,19 May 2013,Second Sons,9.0,"23,084",0.9678
Game Of Thrones,3,9,2 Jun. 2013,The Rains of Castamere,9.9,"87,601",2.1940
Game Of Thrones,3,10,9 Jun. 2013,Mhysa,9.2,"26,111",1.2403
Game Of Thrones,4,1,6 Apr. 2014,Two Swords,9.1,"29,577",1.1040
Game Of Thrones,4,2,13 Apr. 2014,The Lion and the Rose,9.7,"46,244",1.9215
Game Of Thrones,4,3,20 Apr. 2014,Breaker of Chains,8.9,"24,980",0.8315
Game Of Thrones,4,4,27 Apr. 2014,Oathkeeper,8.8,"24,007",0.6953
Game Of Thrones,4,5,4 May 2014,First of His Name,8.7,"23,238",0.5591
Game Of Thrones,4,6,11 May 2014,The Laws of Gods and Men,9.7,"42,712",1.9215
Game Of Thrones,4,7,18 May 2014,Mockingbird,9.1,"25,863",1.1040
Game Of Thrones,4,8,1 Jun. 2014,The Mountain and the Viper,9.7,"46,350",1.9215
Game Of Thrones,4,9,8 Jun. 2014,The Watchers on the Wall,9.6,"39,071",1.7853
Game Of Thrones,4,10,15 Jun. 2014,The Children,9.7,"38,380",1.9215
Game Of Thrones,5,1,12 Apr. 2015,The Wars to Come,8.5,"26,336",0.2866
Game Of Thrones,5,2,19 Apr. 2015,The House of Black and White,8.5,"23,271",0.2866
Game Of Thrones,5,3,26 Apr. 2015,High Sparrow,8.5,"22,550",0.2866
Game Of Thrones,5,4,3 May 2015,Sons of the Harpy,8.7,"23,153",0.5591
Game Of Thrones,5,5,10 May 2015,Kill the Boy,8.6,"23,434",0.4228
Game Of Thrones,5,6,17 May 2015,"Unbowed, Unbent, Unbroken",8.0,"26,526",-0.3947
Game Of Thrones,5,7,24 May 2015,The Gift,9.0,"25,584",0.9678
Game Of Thrones,5,8,31 May 2015,Hardhome,9.9,"87,696",2.1940
Game Of Thrones,5,9,7 Jun. 2015,The Dance of Dragons,9.5,"38,449",1.6490
Game Of Thrones,5,10,14 Jun. 2015,Mother's Mercy,9.1,"37,285",1.1040
Game Of Thrones,6,1,24 Apr. 2016,The Red Woman,8.5,"36,156",0.2866
Game Of Thrones,6,2,1 May 2016,Home,9.4,"42,519",1.5128
Game Of Thrones,6,3,8 May 2016,Oathbreaker,8.7,"30,355",0.5591
Game Of Thrones,6,4,15 May 2016,Book of the Stranger,9.1,"32,666",1.1040
Game Of Thrones,6,5,22 May 2016,The Door,9.7,"63,998",1.9215
Game Of Thrones,6,6,29 May 2016,Blood of My Blood,8.4,"30,164",0.1503
Game Of Thrones,6,7,5 Jun. 2016,The Broken Man,8.6,"29,302",0.4228
Game Of Thrones,6,8,12 Jun. 2016,No One,8.4,"33,345",0.1503
Game Of Thrones,6,9,19 Jun. 2016,Battle of the Bastards,9.9,"186,069",2.1940
Game Of Thrones,6,10,26 Jun. 2016,The Winds of Winter,9.9,"129,513",2.1940
Game Of Thrones,7,1,16 Jul. 2017,Dragonstone,8.6,"46,622",0.4228
Game Of Thrones,7,2,23 Jul. 2017,Stormborn,8.9,"40,234",0.8315
Game Of Thrones,7,3,30 Jul. 2017,The Queen's Justice,9.2,"41,938",1.2403
Game Of Thrones,7,4,6 Aug. 2017,The Spoils of War,9.8,"79,502",2.0578
Game Of Thrones,7,5,13 Aug. 2017,Eastwatch,8.8,"40,015",0.6953
Game Of Thrones,7,6,20 Aug. 2017,Beyond the Wall,9.0,"58,394",0.9678
Game Of Thrones,7,7,27 Aug. 2017,The Dragon and the Wolf,9.4,"57,922",1.5128
Game Of Thrones,8,1,14 Apr. 2019,Winterfell,7.5,"122,583",-1.0759
Game Of Thrones,8,2,21 Apr. 2019,A Knight of the Seven Kingdoms,7.8,"120,753",-0.6672
Game Of Thrones,8,3,28 Apr. 2019,The Long Night,7.5,"201,317",-1.0759
Game Of Thrones,8,4,5 May 2019,The Last of the Starks,5.5,"153,680",-3.8008
Game Of Thrones,8,5,12 May 2019,The Bells,6.0,"178,971",-3.1196
Game Of Thrones,8,6,19 May 2019,The Iron Throne,4.1,"222,651",-5.7083
How I Met Your Mother,1,1,19 Sep. 2005,Pilot,8.5,"4,988",0.2866
How I Met Your Mother,1,2,26 Sep. 2005,Purple Giraffe,8.2,"3,747",-0.1222
How I Met Your Mother,1,3,3 Oct. 2005,The Sweet Taste of Liberty,8.2,"3,553",-0.1222
How I Met Your Mother,1,4,10 Oct. 2005,Return of the Shirt,8.0,"3,335",-0.3947
How I Met Your Mother,1,5,17 Oct. 2005,Okay Awesome,8.3,"3,452",0.0141
How I Met Your Mother,1,6,24 Oct. 2005,The Slutty Pumpkin,8.1,"3,330",-0.2584
How I Met Your Mother,1,7,7 Nov. 2005,Matchmaker,7.7,"3,131",-0.8034
How I Met Your Mother,1,8,14 Nov. 2005,The Duel,8.2,"3,094",-0.1222
How I Met Your Mother,1,9,21 Nov. 2005,Belly Full of Turkey,8.1,"3,106",-0.2584
How I Met Your Mother,1,10,28 Nov. 2005,The Pineapple Incident,9.2,"4,720",1.2403
How I Met Your Mother,1,11,19 Dec. 2005,The Limo,8.3,"3,231",0.0141
How I Met Your Mother,1,12,9 Jan. 2006,The Wedding,8.1,"3,028",-0.2584
How I Met Your Mother,1,13,23 Jan. 2006,"Drumroll, Please",8.7,"3,426",0.5591
How I Met Your Mother,1,14,6 Feb. 2006,"Zip, Zip, Zip",8.2,"2,945",-0.1222
How I Met Your Mother,1,15,27 Feb. 2006,Game Night,9.1,"3,833",1.1040
How I Met Your Mother,1,16,6 Mar. 2006,Cupcake,7.9,"2,842",-0.5309
How I Met Your Mother,1,17,20 Mar. 2006,Life Among the Gorillas,7.7,"2,825",-0.8034
How I Met Your Mother,1,18,10 Apr. 2006,Nothing Good Happens After 2 AM,8.5,"3,103",0.2866
How I Met Your Mother,1,19,24 Apr. 2006,Mary the Paralegal,8.8,"3,380",0.6953
How I Met Your Mother,1,20,1 May 2006,Best Prom Ever,7.9,"2,825",-0.5309
How I Met Your Mother,1,21,8 May 2006,Milk,8.1,"2,832",-0.2584
How I Met Your Mother,1,22,15 May 2006,Come On,8.9,"3,498",0.8315
How I Met Your Mother,2,1,18 Sep. 2006,Where Were We?,8.2,"2,820",-0.1222
How I Met Your Mother,2,2,25 Sep. 2006,The Scorpion and the Toad,8.2,"2,756",-0.1222
How I Met Your Mother,2,3,1 Oct. 2006,Brunch,8.5,"2,863",0.2866
How I Met Your Mother,2,4,9 Oct. 2006,"Ted Mosby, Architect",8.8,"3,243",0.6953
How I Met Your Mother,2,5,16 Oct. 2006,World's Greatest Couple,8.8,"3,067",0.6953
How I Met Your Mother,2,6,23 Oct. 2006,Aldrin Justice,8.1,"2,754",-0.2584
How I Met Your Mother,2,7,6 Nov. 2006,Swarley,9.0,"3,845",0.9678
How I Met Your Mother,2,8,13 Nov. 2006,Atlantic City,8.0,"2,687",-0.3947
How I Met Your Mother,2,9,20 Nov. 2006,Slap Bet,9.5,"5,633",1.6490
How I Met Your Mother,2,10,27 Nov. 2006,Single Stamina,8.2,"2,748",-0.1222
How I Met Your Mother,2,11,11 Dec. 2006,How Lily Stole Christmas,8.1,"2,721",-0.2584
How I Met Your Mother,2,12,8 Jan. 2007,First Time in New York,8.2,"2,800",-0.1222
How I Met Your Mother,2,13,22 Jan. 2007,Columns,8.0,"2,590",-0.3947
How I Met Your Mother,2,14,5 Feb. 2007,Monday Night Football,8.4,"2,775",0.1503
How I Met Your Mother,2,15,5 Feb. 2007,Lucky Penny,8.4,"2,712",0.1503
How I Met Your Mother,2,16,19 Feb. 2007,Stuff,8.5,"2,841",0.2866
How I Met Your Mother,2,17,26 Feb. 2007,"Arrivederci, Fiero",8.3,"2,802",0.0141
How I Met Your Mother,2,18,19 Mar. 2007,Moving Day,8.1,"2,588",-0.2584
How I Met Your Mother,2,19,9 Apr. 2007,Bachelor Party,8.4,"2,718",0.1503
How I Met Your Mother,2,20,20 Apr. 2007,Showdown,8.9,"2,978",0.8315
How I Met Your Mother,2,21,7 May 2007,Something Borrowed,8.8,"2,817",0.6953
How I Met Your Mother,2,22,14 May 2007,Something Blue,8.8,"2,870",0.6953
How I Met Your Mother,3,1,24 Sep. 2007,Wait for It,8.3,"2,870",0.0141
How I Met Your Mother,3,2,1 Oct. 2007,We're Not from Here,7.7,"2,542",-0.8034
How I Met Your Mother,3,3,8 Oct. 2007,Third Wheel,8.1,"2,643",-0.2584
How I Met Your Mother,3,4,15 Oct. 2007,Little Boys,7.8,"2,539",-0.6672
How I Met Your Mother,3,5,22 Oct. 2007,How I Met Everyone Else,9.0,"3,513",0.9678
How I Met Your Mother,3,6,29 Oct. 2007,I'm Not That Guy,8.1,"2,514",-0.2584
How I Met Your Mother,3,7,5 Nov. 2007,Dowisetrepla,8.0,"2,555",-0.3947
How I Met Your Mother,3,8,12 Nov. 2007,Spoiler Alert,9.1,"3,500",1.1040
How I Met Your Mother,3,9,19 Nov. 2007,Slapsgiving,9.0,"3,365",0.9678
How I Met Your Mother,3,10,26 Nov. 2007,The Yips,8.0,"2,581",-0.3947
How I Met Your Mother,3,11,10 Dec. 2007,The Platinum Rule,8.5,"2,689",0.2866
How I Met Your Mother,3,12,17 Mar. 2008,No Tomorrow,8.2,"2,604",-0.1222
How I Met Your Mother,3,13,24 Mar. 2008,Ten Sessions,8.8,"3,109",0.6953
How I Met Your Mother,3,14,31 Mar. 2008,The Bracket,8.7,"2,727",0.5591
How I Met Your Mother,3,15,14 Apr. 2008,The Chain of Screaming,8.0,"2,495",-0.3947
How I Met Your Mother,3,16,21 Apr. 2008,Sandcastles in the Sand,8.2,"2,737",-0.1222
How I Met Your Mother,3,17,28 Apr. 2008,The Goat,8.2,"2,508",-0.1222
How I Met Your Mother,3,18,5 May 2008,Rebound Bro,8.1,"2,480",-0.2584
How I Met Your Mother,3,19,12 May 2008,Everything Must Go,7.8,"2,487",-0.6672
How I Met Your Mother,3,20,19 May 2008,Miracles,8.7,"2,704",0.5591
How I Met Your Mother,4,1,22 Sep. 2008,Do I Know You?,8.6,"2,890",0.4228
How I Met Your Mother,4,2,29 Sep. 2008,The Best Burger in New York,8.5,"3,015",0.2866
How I Met Your Mother,4,3,6 Oct. 2008,I Heart NJ,7.7,"2,481",-0.8034
How I Met Your Mother,4,4,13 Oct. 2008,Intervention,8.8,"2,950",0.6953
How I Met Your Mother,4,5,20 Oct. 2008,Shelter Island,8.3,"2,579",0.0141
How I Met Your Mother,4,6,3 Nov. 2008,Happily Ever After,8.0,"2,467",-0.3947
How I Met Your Mother,4,7,10 Nov. 2008,Not a Father's Day,7.9,"2,414",-0.5309
How I Met Your Mother,4,8,17 Nov. 2008,Woooo!,8.1,"2,587",-0.2584
How I Met Your Mother,4,9,24 Nov. 2008,The Naked Man,9.2,"4,124",1.2403
How I Met Your Mother,4,10,8 Dec. 2008,The Fight,8.3,"2,554",0.0141
How I Met Your Mother,4,11,15 Dec. 2008,Little Minnesota,8.1,"2,526",-0.2584
How I Met Your Mother,4,12,12 Jan. 2009,Benefits,8.6,"2,720",0.4228
How I Met Your Mother,4,13,19 Jan. 2009,Three Days of Snow,8.5,"2,678",0.2866
How I Met Your Mother,4,14,2 Feb. 2009,The Possimpible,8.4,"2,580",0.1503
How I Met Your Mother,4,15,2 Mar. 2009,The Stinsons,8.3,"2,636",0.0141
How I Met Your Mother,4,16,9 Mar. 2009,"Sorry, Bro",7.8,"2,499",-0.6672
How I Met Your Mother,4,17,16 Mar. 2009,The Front Porch,8.4,"2,587",0.1503
How I Met Your Mother,4,18,23 Mar. 2009,Old King Clancy,7.7,"2,384",-0.8034
How I Met Your Mother,4,19,30 Mar. 2009,Murtaugh,8.5,"2,583",0.2866
How I Met Your Mother,4,20,13 Apr. 2009,Mosbius Designs,7.7,"2,408",-0.8034
How I Met Your Mother,4,21,27 Apr. 2009,The Three Days Rule,8.7,"2,693",0.5591
How I Met Your Mother,4,22,4 May 2009,Right Place Right Time,8.2,"2,502",-0.1222
How I Met Your Mother,4,23,11 May 2009,As Fast as She Can,7.7,"2,428",-0.8034
How I Met Your Mother,4,24,18 May 2009,The Leap,8.8,"2,860",0.6953
How I Met Your Mother,5,1,21 Sep. 2009,Definitions,8.5,"2,759",0.2866
How I Met Your Mother,5,2,28 Sep. 2009,Double Date,8.1,"2,477",-0.2584
How I Met Your Mother,5,3,5 Oct. 2009,Robin 101,8.4,"2,557",0.1503
How I Met Your Mother,5,4,12 Oct. 2009,The Sexless Innkeeper,8.0,"2,611",-0.3947
How I Met Your Mother,5,5,19 Oct. 2009,Duel Citizenship,7.8,"2,423",-0.6672
How I Met Your Mother,5,6,2 Nov. 2009,Bagpipes,7.8,"2,347",-0.6672
